Dátum,Gép,Kezdő időpont,Záró időpont,Megrendelésszám
2020.09.02.,Csomagoló-2,09:07,22:00,MEGR001
2020.09.02.,Csomagoló-3,06:00,09:18,MEGR013
2020.09.02.,Csomagoló-3,09:18,22:00,MEGR001
2020.09.03.,Hajlító-1,06:00,22:00,MEGR001
2020.09.03.,Hajlító-2,06:00,22:00,MEGR001
2020.09.03.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.03.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.03.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.03.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.03.,Festő-1,06:00,22:00,MEGR001
2020.09.03.,Festő-2,06:00,22:00,MEGR001
2020.09.03.,Festő-3,06:00,22:00,MEGR001
2020.09.03.,Festő-4,06:00,22:00,MEGR001
2020.09.03.,Csomagoló-1,06:00,22:00,MEGR001
2020.09.03.,Csomagoló-2,06:00,22:00,MEGR001
2020.09.03.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.04.,Hajlító-1,06:00,22:00,MEGR001
2020.09.04.,Hajlító-2,06:00,22:00,MEGR001
2020.09.04.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.04.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.04.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.04.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.04.,Festő-1,06:00,22:00,MEGR001
2020.09.04.,Festő-2,06:00,22:00,MEGR001
2020.09.04.,Festő-3,06:00,22:00,MEGR001
2020.09.04.,Festő-4,06:00,22:00,MEGR001
2020.09.04.,Csomagoló-1,06:00,22:00,MEGR001
2020.09.04.,Csomagoló-2,06:00,22:00,MEGR001
2020.09.04.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.05.,Hajlító-1,06:00,22:00,MEGR001
2020.09.05.,Hajlító-2,06:00,22:00,MEGR001
2020.09.05.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.05.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.05.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.05.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.05.,Festő-1,06:00,22:00,MEGR001
2020.09.05.,Festő-2,06:00,22:00,MEGR001
2020.09.05.,Festő-3,06:00,22:00,MEGR001
2020.09.05.,Festő-4,06:00,22:00,MEGR001
2020.09.05.,Csomagoló-1,06:00,22:00,MEGR001
2020.09.05.,Csomagoló-2,06:00,22:00,MEGR001
2020.09.05.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.06.,Hajlító-1,06:00,22:00,MEGR001
2020.09.06.,Hajlító-2,06:00,22:00,MEGR001
2020.09.06.,Hegesztő-1,06:00,22:00,MEGR001
2020.09.06.,Hegesztő-2,06:00,22:00,MEGR001
2020.09.06.,Hegesztő-3,06:00,22:00,MEGR001
2020.09.06.,Tesztelő-1,06:00,22:00,MEGR001
2020.09.06.,Festő-1,06:00,22:00,MEGR001
2020.09.06.,Festő-2,06:00,22:00,MEGR001
2020.09.06.,Festő-3,06:00,22:00,MEGR001
2020.09.06.,Festő-4,06:00,22:00,MEGR001
2020.09.06.,Csomagoló-1,06:00,22:00,MEGR001
2020.09.06.,Csomagoló-2,06:00,22:00,MEGR001
2020.09.06.,Csomagoló-3,06:00,22:00,MEGR001
2020.09.07.,Hajlító-1,06:00,11:46,MEGR001
2020.09.07.,Hajlító-1,11:46,22:00,MEGR014
2020.09.07.,Hajlító-2,06:00,11:46,MEGR001
2020.09.07.,Hajlító-2,11:46,22:00,MEGR014
2020.09.07.,Hegesztő-1,06:00,11:54,MEGR001
2020.09.07.,Hegesztő-1,11:56,22:00,MEGR014
2020.09.07.,Hegesztő-2,06:00,11:44,MEGR001
2020.09.07.,Hegesztő-2,11:56,22:00,MEGR014
2020.09.07.,Hegesztő-3,06:00,11:54,MEGR001
2020.09.07.,Hegesztő-3,12:06,22:00,MEGR014
2020.09.07.,Tesztelő-1,06:00,12:08,MEGR001
2020.09.07.,Tesztelő-1,12:08,22:00,MEGR014
2020.09.07.,Festő-1,06:00,12:15,MEGR001
2020.09.07.,Festő-1,12:23,22:00,MEGR014
2020.09.07.,Festő-2,06:00,12:05,MEGR001
2020.09.07.,Festő-2,12:13,22:00,MEGR014
2020.09.07.,Festő-3,06:00,12:20,MEGR001
2020.09.07.,Festő-3,12:28,22:00,MEGR014
2020.09.07.,Festő-4,06:00,12:10,MEGR001
2020.09.07.,Festő-4,12:18,22:00,MEGR014
2020.09.07.,Csomagoló-1,06:00,12:30,MEGR001
2020.09.07.,Csomagoló-1,12:35,22:00,MEGR014
2020.09.07.,Csomagoló-2,06:00,12:20,MEGR001
2020.09.07.,Csomagoló-2,12:25,22:00,MEGR014
2020.09.07.,Csomagoló-3,06:00,12:25,MEGR001
2020.09.07.,Csomagoló-3,12:30,22:00,MEGR014
2020.09.08.,Hajlító-1,06:00,22:00,MEGR014
2020.09.08.,Hajlító-2,06:00,22:00,MEGR014
2020.09.08.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.08.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.08.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.08.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.08.,Festő-1,06:00,22:00,MEGR014
2020.09.08.,Festő-2,06:00,22:00,MEGR014
2020.09.08.,Festő-3,06:00,22:00,MEGR014
2020.09.08.,Festő-4,06:00,22:00,MEGR014
2020.09.08.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.08.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.08.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.09.,Hajlító-1,06:00,22:00,MEGR014
2020.09.09.,Hajlító-2,06:00,22:00,MEGR014
2020.09.09.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.09.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.09.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.09.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.09.,Festő-1,06:00,22:00,MEGR014
2020.09.09.,Festő-2,06:00,22:00,MEGR014
2020.09.09.,Festő-3,06:00,22:00,MEGR014
2020.09.09.,Festő-4,06:00,22:00,MEGR014
2020.09.09.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.09.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.09.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.10.,Hajlító-1,06:00,22:00,MEGR014
2020.09.10.,Hajlító-2,06:00,22:00,MEGR014
2020.09.10.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.10.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.10.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.10.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.10.,Festő-1,06:00,22:00,MEGR014
2020.09.10.,Festő-2,06:00,22:00,MEGR014
2020.09.10.,Festő-3,06:00,22:00,MEGR014
2020.09.10.,Festő-4,06:00,22:00,MEGR014
2020.09.10.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.10.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.10.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.11.,Hajlító-1,06:00,22:00,MEGR014
2020.09.11.,Hajlító-2,06:00,22:00,MEGR014
2020.09.11.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.11.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.11.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.11.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.11.,Festő-1,06:00,22:00,MEGR014
2020.09.11.,Festő-2,06:00,22:00,MEGR014
2020.09.11.,Festő-3,06:00,22:00,MEGR014
2020.09.11.,Festő-4,06:00,22:00,MEGR014
2020.09.11.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.11.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.11.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.12.,Hajlító-1,06:00,22:00,MEGR014
2020.09.12.,Hajlító-2,06:00,22:00,MEGR014
2020.09.12.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.12.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.12.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.12.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.12.,Festő-1,06:00,22:00,MEGR014
2020.09.12.,Festő-2,06:00,22:00,MEGR014
2020.09.12.,Festő-3,06:00,22:00,MEGR014
2020.09.12.,Festő-4,06:00,22:00,MEGR014
2020.09.12.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.12.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.12.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.13.,Hajlító-1,06:00,22:00,MEGR014
2020.09.13.,Hajlító-2,06:00,22:00,MEGR014
2020.09.13.,Hegesztő-1,06:00,22:00,MEGR014
2020.09.13.,Hegesztő-2,06:00,22:00,MEGR014
2020.09.13.,Hegesztő-3,06:00,22:00,MEGR014
2020.09.13.,Tesztelő-1,06:00,22:00,MEGR014
2020.09.13.,Festő-1,06:00,22:00,MEGR014
2020.09.13.,Festő-2,06:00,22:00,MEGR014
2020.09.13.,Festő-3,06:00,22:00,MEGR014
2020.09.13.,Festő-4,06:00,22:00,MEGR014
2020.09.13.,Csomagoló-1,06:00,22:00,MEGR014
2020.09.13.,Csomagoló-2,06:00,22:00,MEGR014
2020.09.13.,Csomagoló-3,06:00,22:00,MEGR014
2020.09.14.,Hajlító-1,06:00,06:26,MEGR014
2020.09.14.,Hajlító-1,06:26,22:00,MEGR007
2020.09.14.,Hajlító-2,06:00,06:26,MEGR014
2020.09.14.,Hajlító-2,06:26,22:00,MEGR007
2020.09.14.,Hegesztő-1,06:00,06:34,MEGR014
2020.09.14.,Hegesztő-1,06:36,22:00,MEGR007
2020.09.14.,Hegesztő-2,06:00,06:24,MEGR014
2020.09.14.,Hegesztő-2,06:36,22:00,MEGR007
2020.09.14.,Hegesztő-3,06:00,06:34,MEGR014
2020.09.14.,Hegesztő-3,06:46,22:00,MEGR007
2020.09.14.,Tesztelő-1,06:00,06:48,MEGR014
2020.09.14.,Tesztelő-1,06:48,22:00,MEGR007
2020.09.14.,Festő-1,06:00,06:55,MEGR014
2020.09.14.,Festő-1,07:03,22:00,MEGR007
2020.09.14.,Festő-2,06:00,06:45,MEGR014
2020.09.14.,Festő-2,06:53,22:00,MEGR007
2020.09.14.,Festő-3,06:00,07:00,MEGR014
2020.09.14.,Festő-3,07:08,22:00,MEGR007
2020.09.14.,Festő-4,06:00,06:50,MEGR014
2020.09.14.,Festő-4,06:58,22:00,MEGR007
2020.09.14.,Csomagoló-1,06:00,07:00,MEGR014
2020.09.14.,Csomagoló-1,07:05,22:00,MEGR007
2020.09.14.,Csomagoló-2,06:00,07:05,MEGR014
2020.09.14.,Csomagoló-2,07:10,22:00,MEGR007
2020.09.14.,Csomagoló-3,06:00,07:10,MEGR014
2020.09.14.,Csomagoló-3,07:15,22:00,MEGR007
2020.09.15.,Hajlító-1,06:00,22:00,MEGR007
2020.09.15.,Hajlító-2,06:00,22:00,MEGR007
2020.09.15.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.15.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.15.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.15.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.15.,Festő-1,06:00,22:00,MEGR007
2020.09.15.,Festő-2,06:00,22:00,MEGR007
2020.09.15.,Festő-3,06:00,22:00,MEGR007
2020.09.15.,Festő-4,06:00,22:00,MEGR007
2020.09.15.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.15.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.15.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.16.,Hajlító-1,06:00,22:00,MEGR007
2020.09.16.,Hajlító-2,06:00,22:00,MEGR007
2020.09.16.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.16.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.16.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.16.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.16.,Festő-1,06:00,22:00,MEGR007
2020.09.16.,Festő-2,06:00,22:00,MEGR007
2020.09.16.,Festő-3,06:00,22:00,MEGR007
2020.09.16.,Festő-4,06:00,22:00,MEGR007
2020.09.16.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.16.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.16.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.17.,Hajlító-1,06:00,22:00,MEGR007
2020.09.17.,Hajlító-2,06:00,22:00,MEGR007
2020.09.17.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.17.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.17.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.17.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.17.,Festő-1,06:00,22:00,MEGR007
2020.09.17.,Festő-2,06:00,22:00,MEGR007
2020.09.17.,Festő-3,06:00,22:00,MEGR007
2020.09.17.,Festő-4,06:00,22:00,MEGR007
2020.09.17.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.17.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.17.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.18.,Hajlító-1,06:00,22:00,MEGR007
2020.09.18.,Hajlító-2,06:00,22:00,MEGR007
2020.09.18.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.18.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.18.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.18.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.18.,Festő-1,06:00,22:00,MEGR007
2020.09.18.,Festő-2,06:00,22:00,MEGR007
2020.09.18.,Festő-3,06:00,22:00,MEGR007
2020.09.18.,Festő-4,06:00,22:00,MEGR007
2020.09.18.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.18.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.18.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.19.,Hajlító-1,06:00,22:00,MEGR007
2020.09.19.,Hajlító-2,06:00,22:00,MEGR007
2020.09.19.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.19.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.19.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.19.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.19.,Festő-1,06:00,22:00,MEGR007
2020.09.19.,Festő-2,06:00,22:00,MEGR007
2020.09.19.,Festő-3,06:00,22:00,MEGR007
2020.09.19.,Festő-4,06:00,22:00,MEGR007
2020.09.19.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.19.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.19.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.20.,Hajlító-1,06:00,22:00,MEGR007
2020.09.20.,Hajlító-2,06:00,22:00,MEGR007
2020.09.20.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.20.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.20.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.20.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.20.,Festő-1,06:00,22:00,MEGR007
2020.09.20.,Festő-2,06:00,22:00,MEGR007
2020.09.20.,Festő-3,06:00,22:00,MEGR007
2020.09.20.,Festő-4,06:00,22:00,MEGR007
2020.09.20.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.20.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.20.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.21.,Hajlító-1,06:00,22:00,MEGR007
2020.09.21.,Hajlító-2,06:00,22:00,MEGR007
2020.09.21.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.21.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.21.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.21.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.21.,Festő-1,06:00,22:00,MEGR007
2020.09.21.,Festő-2,06:00,22:00,MEGR007
2020.09.21.,Festő-3,06:00,22:00,MEGR007
2020.09.21.,Festő-4,06:00,22:00,MEGR007
2020.09.21.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.21.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.21.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.22.,Hajlító-1,06:00,22:00,MEGR007
2020.09.22.,Hajlító-2,06:00,22:00,MEGR007
2020.09.22.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.22.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.22.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.22.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.22.,Festő-1,06:00,22:00,MEGR007
2020.09.22.,Festő-2,06:00,22:00,MEGR007
2020.09.22.,Festő-3,06:00,22:00,MEGR007
2020.09.22.,Festő-4,06:00,22:00,MEGR007
2020.09.22.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.22.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.22.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.23.,Hajlító-1,06:00,22:00,MEGR007
2020.09.23.,Hajlító-2,06:00,22:00,MEGR007
2020.09.23.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.23.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.23.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.23.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.23.,Festő-1,06:00,22:00,MEGR007
2020.09.23.,Festő-2,06:00,22:00,MEGR007
2020.09.23.,Festő-3,06:00,22:00,MEGR007
2020.09.23.,Festő-4,06:00,22:00,MEGR007
2020.09.23.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.23.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.23.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.24.,Hajlító-1,06:00,22:00,MEGR007
2020.09.24.,Hajlító-2,06:00,22:00,MEGR007
2020.09.24.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.24.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.24.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.24.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.24.,Festő-1,06:00,22:00,MEGR007
2020.09.24.,Festő-2,06:00,22:00,MEGR007
2020.09.24.,Festő-3,06:00,22:00,MEGR007
2020.09.24.,Festő-4,06:00,22:00,MEGR007
2020.09.24.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.24.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.24.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.25.,Hajlító-1,06:00,22:00,MEGR007
2020.09.25.,Hajlító-2,06:00,22:00,MEGR007
2020.09.25.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.25.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.25.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.25.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.25.,Festő-1,06:00,22:00,MEGR007
2020.09.25.,Festő-2,06:00,22:00,MEGR007
2020.09.25.,Festő-3,06:00,22:00,MEGR007
2020.09.25.,Festő-4,06:00,22:00,MEGR007
2020.09.25.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.25.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.25.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.26.,Hajlító-1,06:00,22:00,MEGR007
2020.09.26.,Hajlító-2,06:00,22:00,MEGR007
2020.09.26.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.26.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.26.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.26.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.26.,Festő-1,06:00,22:00,MEGR007
2020.09.26.,Festő-2,06:00,22:00,MEGR007
2020.09.26.,Festő-3,06:00,22:00,MEGR007
2020.09.26.,Festő-4,06:00,22:00,MEGR007
2020.09.26.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.26.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.26.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.27.,Hajlító-1,06:00,22:00,MEGR007
2020.09.27.,Hajlító-2,06:00,22:00,MEGR007
2020.09.27.,Hegesztő-1,06:00,22:00,MEGR007
2020.09.27.,Hegesztő-2,06:00,22:00,MEGR007
2020.09.27.,Hegesztő-3,06:00,22:00,MEGR007
2020.09.27.,Tesztelő-1,06:00,22:00,MEGR007
2020.09.27.,Festő-1,06:00,22:00,MEGR007
2020.09.27.,Festő-2,06:00,22:00,MEGR007
2020.09.27.,Festő-3,06:00,22:00,MEGR007
2020.09.27.,Festő-4,06:00,22:00,MEGR007
2020.09.27.,Csomagoló-1,06:00,22:00,MEGR007
2020.09.27.,Csomagoló-2,06:00,22:00,MEGR007
2020.09.27.,Csomagoló-3,06:00,22:00,MEGR007
2020.09.28.,Hajlító-1,06:00,16:36,MEGR007
2020.09.28.,Hajlító-1,16:36,22:00,MEGR012
2020.09.28.,Hajlító-2,06:00,16:36,MEGR007
2020.09.28.,Hajlító-2,16:36,22:00,MEGR012
2020.09.28.,Hegesztő-1,06:00,16:44,MEGR007
2020.09.28.,Hegesztő-1,16:51,22:00,MEGR012
2020.09.28.,Hegesztő-2,06:00,16:44,MEGR007
2020.09.28.,Hegesztő-2,17:06,22:00,MEGR012
2020.09.28.,Hegesztő-3,06:00,16:34,MEGR007
2020.09.28.,Hegesztő-3,16:51,22:00,MEGR012
2020.09.28.,Tesztelő-1,06:00,16:58,MEGR007
2020.09.28.,Tesztelő-1,17:01,22:00,MEGR012
2020.09.28.,Festő-1,06:00,16:55,MEGR007
2020.09.28.,Festő-1,17:06,22:00,MEGR012
2020.09.28.,Festő-2,06:00,17:05,MEGR007
2020.09.28.,Festő-2,17:21,22:00,MEGR012
2020.09.28.,Festő-3,06:00,17:00,MEGR007
2020.09.28.,Festő-3,17:11,22:00,MEGR012
2020.09.28.,Festő-4,06:00,17:10,MEGR007
2020.09.28.,Festő-4,17:26,22:00,MEGR012
2020.09.28.,Csomagoló-1,06:00,17:15,MEGR007
2020.09.28.,Csomagoló-1,17:26,22:00,MEGR012
2020.09.28.,Csomagoló-2,06:00,17:20,MEGR007
2020.09.28.,Csomagoló-2,17:36,22:00,MEGR012
2020.09.28.,Csomagoló-3,06:00,17:10,MEGR007
2020.09.28.,Csomagoló-3,17:21,22:00,MEGR012
2020.09.29.,Hajlító-1,06:00,22:00,MEGR012
2020.09.29.,Hajlító-2,06:00,22:00,MEGR012
2020.09.29.,Hegesztő-1,06:00,22:00,MEGR012
2020.09.29.,Hegesztő-2,06:00,22:00,MEGR012
2020.09.29.,Hegesztő-3,06:00,22:00,MEGR012
2020.09.29.,Tesztelő-1,06:00,22:00,MEGR012
2020.09.29.,Festő-1,06:00,22:00,MEGR012
2020.09.29.,Festő-2,06:00,22:00,MEGR012
2020.09.29.,Festő-3,06:00,22:00,MEGR012
2020.09.29.,Festő-4,06:00,22:00,MEGR012
2020.09.29.,Csomagoló-1,06:00,22:00,MEGR012
2020.09.29.,Csomagoló-2,06:00,22:00,MEGR012
2020.09.29.,Csomagoló-3,06:00,22:00,MEGR012
2020.09.30.,Hajlító-1,06:00,22:00,MEGR012
2020.09.30.,Hajlító-2,06:00,22:00,MEGR012
2020.09.30.,Hegesztő-1,06:00,22:00,MEGR012
2020.09.30.,Hegesztő-2,06:00,22:00,MEGR012
2020.09.30.,Hegesztő-3,06:00,22:00,MEGR012
2020.09.30.,Tesztelő-1,06:00,22:00,MEGR012
2020.09.30.,Festő-1,06:00,22:00,MEGR012
2020.09.30.,Festő-2,06:00,22:00,MEGR012
2020.09.30.,Festő-3,06:00,22:00,MEGR012
2020.09.30.,Festő-4,06:00,22:00,MEGR012
2020.09.30.,Csomagoló-1,06:00,22:00,MEGR012
2020.09.30.,Csomagoló-2,06:00,22:00,MEGR012
2020.09.30.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.01.,Hajlító-1,06:00,22:00,MEGR012
2020.10.01.,Hajlító-2,06:00,22:00,MEGR012
2020.10.01.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.01.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.01.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.01.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.01.,Festő-1,06:00,22:00,MEGR012
2020.10.01.,Festő-2,06:00,22:00,MEGR012
2020.10.01.,Festő-3,06:00,22:00,MEGR012
2020.10.01.,Festő-4,06:00,22:00,MEGR012
2020.10.01.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.01.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.01.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.02.,Hajlító-1,06:00,22:00,MEGR012
2020.10.02.,Hajlító-2,06:00,22:00,MEGR012
2020.10.02.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.02.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.02.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.02.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.02.,Festő-1,06:00,22:00,MEGR012
2020.10.02.,Festő-2,06:00,22:00,MEGR012
2020.10.02.,Festő-3,06:00,22:00,MEGR012
2020.10.02.,Festő-4,06:00,22:00,MEGR012
2020.10.02.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.02.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.02.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.03.,Hajlító-1,06:00,22:00,MEGR012
2020.10.03.,Hajlító-2,06:00,22:00,MEGR012
2020.10.03.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.03.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.03.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.03.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.03.,Festő-1,06:00,22:00,MEGR012
2020.10.03.,Festő-2,06:00,22:00,MEGR012
2020.10.03.,Festő-3,06:00,22:00,MEGR012
2020.10.03.,Festő-4,06:00,22:00,MEGR012
2020.10.03.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.03.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.03.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.04.,Hajlító-1,06:00,22:00,MEGR012
2020.10.04.,Hajlító-2,06:00,22:00,MEGR012
2020.10.04.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.04.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.04.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.04.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.04.,Festő-1,06:00,22:00,MEGR012
2020.10.04.,Festő-2,06:00,22:00,MEGR012
2020.10.04.,Festő-3,06:00,22:00,MEGR012
2020.10.04.,Festő-4,06:00,22:00,MEGR012
2020.10.04.,Csomagoló-1,06:00,22:00,MEGR012
2020.10.04.,Csomagoló-2,06:00,22:00,MEGR012
2020.10.04.,Csomagoló-3,06:00,22:00,MEGR012
2020.10.05.,Hajlító-1,06:00,22:00,MEGR012
2020.10.05.,Hajlító-2,06:00,22:00,MEGR012
2020.10.05.,Hegesztő-1,06:00,22:00,MEGR012
2020.10.05.,Hegesztő-2,06:00,22:00,MEGR012
2020.10.05.,Hegesztő-3,06:00,22:00,MEGR012
2020.10.05.,Tesztelő-1,06:00,22:00,MEGR012
2020.10.05.,Festő-1,06:00,22:00,MEGR012
2020.10.05.,Festő-2,06:00,22:00,MEGR012
